"ID","DATE.OF.INTERVIEW","VIP.toilets","ECOSAN.toilets","Inside.waterflush.toilets","Outside.waterflush.toilets","Poor.flush.Inside","Poor.flush.Outside","Pit.Latrine","Disused.Buried","Total.number.of.toilets.0.","Enough.space.another.toilet","Where.do.you.dispose.your.solid.wastes.","Age.of.toilet..Years...Age","Interface.Layout","CONTAINMENT.SUBSTRUCTURE","Condition.of.the.components..Interface...Score.Condition","Condition.of.the.components..Substructure.Containment....Score.Condition","Record.the.observed.shape.of.the.substructure.containment.","Diameter","Length","Is.washing.hand.basin.present.","Any.overflow.flooding.","area.m3"
"4295","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,320,"No","No",4.5
"4296","2017-04-07",NA,NA,NA,1,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",3,NA,"Septic Tank",4,4,"Rectagular",NA,2.9,"No","No",12.5
"4297","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,320,"No","No",4.5
"4298","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,235,"No",NA,4.5
"4299","2017-04-05",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,150,"No","Yes",4.5
"4300","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,150,"No","No",4.5
"4301","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,350,"No","No",4.5
"4302","2017-04-07",NA,NA,NA,NA,NA,NA,1,2,3,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"4303","2017-04-07",NA,NA,1,NA,NA,NA,1,NA,2,TRUE,"Bin which is self disposed",15,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"4304","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Multiple Choices",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"Yes","No",4.5
"4305","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",6,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,255,"No","No",12.5
"4306","2017-04-07",NA,NA,NA,NA,NA,2,0,NA,2,FALSE,"Bin which is collected CBEs",0,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,360,"No","No",12.5
"4307","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No","No",4.5
"4308","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is self disposed",0,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.8,"No","No",4.5
"4309","2017-04-07",NA,NA,NA,NA,NA,1,1,NA,2,TRUE,"Rubbish Pit",2,"Squat with pour (bucket) flushing system","Septic Tank",5,5,"Rectagular",NA,320,"No",NA,12.5
"4310","2017-04-07",NA,NA,NA,NA,NA,NA,0,2,2,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.15,"No","No",4.5
"4311","2017-04-07",NA,NA,NA,1,NA,NA,0,1,2,FALSE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"4312","2017-04-07",0,0,0,0,0,0,2,0,2,TRUE,"Rubbish Pit",25,NA,"Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"4313","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",14,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"4314","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,250,"No","No",12.5
"4315","2017-04-07",NA,NA,NA,NA,NA,NA,0,NA,0,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,210,"No","No",4.5
"4316","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.37,"No","No",4.5
"4317","2017-04-07",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",9,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,330,"No","No",12.5
"4318","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",3,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,100,"No","No",4.5
"4319","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,280,"No","No",4.5
"4320","2017-04-07",NA,NA,NA,1,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3,"Yes","No",12.5
"4321","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.5,"No",NA,4.5
"4322","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",24,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"4323","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,152,"No","No",4.5
"4324","2017-04-07",NA,NA,1,NA,NA,1,0,NA,2,TRUE,"Bin which is collected CBEs",12,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,2.43,"Yes","No",12.5
"4325","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.6,"No","No",4.5
"4326","2017-04-07",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,"Multiple Choices",3,NA,"Septic Tank",4,4,"Rectagular",NA,280,"No","No",12.5
"4327","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,250,"No","No",4.5
"4328","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",5,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Circular",7,NA,"No","No",12.5
"4329","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,120,"No","No",4.5
"4330","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.5,"No","No",4.5
"4331","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",30,NA,"Pit latrine",3,3,"Rectagular",NA,230,"No","No",4.5
"4332","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,230,"No","No",4.5
"4333","2017-04-07",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,"Rectagular",NA,2.55,"Yes","Yes",12.5
"4334","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.74,"No","No",4.5
"4335","2017-04-07",0,0,0,0,0,0,1,0,1,TRUE,"Rubbish Pit",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.2,"Yes","No",4.5
"4336","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"4337","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,246,"No","No",4.5
"4338","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.6,"No","No",4.5
"4339","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",2,3,"Rectagular",NA,2,"No","No",4.5
"4340","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",NA,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,308,"No","No",12.5
"4341","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.8,"No","No",4.5
"4342","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,270,"Yes","No",12.5
"4343","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,175,"No","No",4.5
"4344","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,192,"No","No",4.5
"4345","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",5,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,309,"No","No",12.5
"4346","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.8,"No","No",4.5
"4347","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",NA,"Squat with pour (bucket) flushing system","Septic Tank",3,4,"Rectagular",NA,250,"No","No",12.5
"4348","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2,"No","No",4.5
"4349","2017-04-07",NA,NA,NA,NA,NA,NA,2,1,3,TRUE,"Rubbish Pit",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.2,"No","No",12.5
"4350","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No","No",4.5
"4351","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"4352","2017-04-07",0,0,0,0,0,0,1,1,2,TRUE,"Bin which is self disposed",5,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,2.8,"No","No",4.5
"4353","2017-04-07",NA,NA,NA,NA,NA,NA,0,1,1,TRUE,"Rubbish Pit",0,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,210,"No","No",4.5
"4354","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is self disposed",9,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.92,"No","No",4.5
"4355","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",20,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,4,"No",NA,4.5
"4356","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,1.9,"No","No",4.5
"4357","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,320,"No","No",4.5
"4358","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No","No",4.5
"4359","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,200,"No","No",12.5
"4360","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",7,"Sit down toilet with pour (bucket) flushing system","Septic Tank",5,5,NA,NA,NA,"No","No",12.5
"4361","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"SKIP",NA,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,350,"No","No",12.5
"4362","2017-04-07",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",7,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,3,"Rectagular",NA,902,"Yes","No",12.5
"4363","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.78,"No","No",4.5
"4364","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Multiple Choices",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.2,"No","No",4.5
"4365","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,234,"No","No",4.5
"4366","2017-04-07",NA,NA,NA,1,NA,NA,1,NA,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.2,"No","No",4.5
"4367","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",2,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,100,"No",NA,4.5
"4368","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,160,"No","No",4.5
"4369","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,FALSE,"Bin which is collected CBEs",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,4,NA,NA,4.5
"4370","2017-04-07",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Other (please specify)",15,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,280,"No","No",4.5
"4371","2017-04-07",NA,NA,NA,1,NA,NA,0,NA,1,TRUE,"Rubbish Pit",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,250,"No","No",12.5
"4372","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.52,"No","No",4.5
"4373","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is self disposed",0,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.3,"No","No",4.5
"4374","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"4375","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Circular",400,NA,"No","No",4.5
"4376","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"4377","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"4378","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",NA,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,220,"No","Yes",12.5
"4379","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,220,"No","No",4.5
"4380","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,4,NA,NA,4.5
"4381","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Circular",180,NA,"No","No",4.5
"4382","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,1.75,"No","No",4.5
"4383","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.04,"Yes","No",4.5
"4384","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,350,"No","No",4.5
"4385","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"4386","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",25,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,210,"Yes","Yes",4.5
"4387","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.2,"No","No",12.5
"4388","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"4389","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",15,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.2,"No","No",4.5
"4390","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"4391","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is self disposed",6,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.1,"No","No",4.5
"4392","2017-04-07",NA,1,NA,NA,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",10,"Urine Diversion Toilet","Urine diversion toilet",4,4,"Rectagular",NA,100,"No","No",0
"4393","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",8,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,230,"No","No",12.5
"4394","2017-04-07",1,NA,NA,NA,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,250,"Yes","No",4.5
"4395","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,250,"No","No",4.5
"4396","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,100,"No",NA,4.5
"4397","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,5,"Rectagular",NA,210,"No","No",4.5
"4398","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,FALSE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"Yes","No",4.5
"4399","2017-04-07",NA,NA,NA,1,NA,NA,0,1,2,FALSE,"Bin which is collected CBEs",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,NA,"Yes","Yes",12.5
"4400","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.82,"No","No",4.5
"4401","2017-04-07",NA,NA,NA,NA,NA,1,1,NA,2,TRUE,"Bin which is collected CBEs",7,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2,"Yes","No",12.5
"4402","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",7,"Multiple choice","Septic Tank",4,4,"Rectagular",NA,3.13,"Yes","No",12.5
"4403","2017-04-07",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",9,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,250,"Yes","No",12.5
"4404","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",5,5,"Rectagular",NA,2.5,"No","No",4.5
"4405","2017-04-07",NA,NA,NA,1,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,3,"Rectagular",NA,3.15,"No","No",12.5
"4406","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Multiple Choices",3,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3.5,"No","No",4.5
"4407","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,198,"Yes","No",4.5
"4408","2017-04-07",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",3,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3.2,"No","No",12.5
"4409","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",10,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,400,"Yes","No",12.5
"4410","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,320,"No","No",4.5
"4411","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.7,"No","No",4.5
"4412","2017-04-07",NA,NA,NA,NA,NA,NA,0,0,0,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.15,"No","No",4.5
"4413","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",14,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"4414","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.3,"No","No",4.5
"4415","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is self disposed",7,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,370,"No","No",4.5
"4416","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"4417","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,2.2,"No","No",4.5
"4418","2017-04-07",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,NA,7,NA,"Pit latrine",NA,NA,"Rectagular",NA,550,"No",NA,4.5
"4419","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Multiple Choices",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"4420","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",20,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"4421","2017-04-14",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2,"No","No",4.5
"4422","2017-04-07",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",7,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,NA,NA,NA,"Yes","No",12.5
"4423","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"4424","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",11,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"4425","2017-04-07",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.9,"No","No",4.5
"4426","2017-04-07",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.9,"No","No",4.5
"4427","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"4428","2017-04-07",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",19,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.2,"No",NA,4.5
