"ID","Is.the.toilet.easily.accessible.to.the.following.people...Children","Is.the.toilet.easily.accessible.to.the.following.people...Persons.with.dissability","Is.the.toilet.easily.accessible.to.the.following.people...Women.at.night","Is.the.toilet.easily.accessible.to.the.following...Vacuum.Tanker","Is.the.toilet.easily.accessible.to.the.following...Light.Truck","Is.the.toilet.easily.accessible.to.the.following...Push.Cart"
"9161",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9162",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9163",NA,NA,NA,TRUE,TRUE,TRUE
"9164",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9165",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9166",NA,NA,NA,NA,TRUE,TRUE
"9167",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9168",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9169",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9170",TRUE,NA,TRUE,NA,NA,TRUE
"9171",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9172",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"9173",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9174",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9175",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9176",NA,NA,NA,TRUE,TRUE,TRUE
"9177",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9178",NA,NA,FALSE,NA,TRUE,TRUE
"9179",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9180",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9181",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9182",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9183",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9184",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9185",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9186",TRUE,TRUE,TRUE,NA,NA,NA
"9187",NA,NA,NA,TRUE,TRUE,TRUE
"9188",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9189",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9190",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9191",TRUE,TRUE,TRUE,NA,NA,TRUE
"9192",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9193",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9194",TRUE,NA,TRUE,NA,TRUE,TRUE
"9195",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9196",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9197",TRUE,NA,NA,TRUE,TRUE,TRUE
"9198",TRUE,NA,NA,NA,TRUE,TRUE
"9199",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9200",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9201",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9202",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9203",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9204",TRUE,NA,TRUE,NA,TRUE,TRUE
"9205",NA,NA,NA,NA,TRUE,TRUE
"9206",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9207",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9208",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9209",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9210",TRUE,NA,NA,TRUE,TRUE,TRUE
"9211",TRUE,NA,TRUE,NA,NA,TRUE
"9212",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9213",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9214",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9215",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9216",TRUE,NA,TRUE,NA,TRUE,TRUE
"9217",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9218",TRUE,NA,NA,TRUE,TRUE,TRUE
"9219",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9220",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9221",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9222",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9223",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9224",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9225",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9226",TRUE,NA,NA,TRUE,TRUE,TRUE
"9227",TRUE,NA,TRUE,TRUE,TRUE,NA
"9228",TRUE,NA,NA,NA,TRUE,TRUE
"9229",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9230",TRUE,TRUE,TRUE,NA,FALSE,TRUE
"9231",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9232",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9233",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9234",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9235",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9236",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9237",NA,NA,NA,NA,TRUE,TRUE
"9238",TRUE,NA,FALSE,TRUE,TRUE,TRUE
"9239",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9240",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9241",TRUE,TRUE,TRUE,NA,NA,TRUE
"9242",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9243",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9244",TRUE,TRUE,TRUE,NA,NA,NA
"9245",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9246",TRUE,NA,FALSE,NA,TRUE,TRUE
"9247",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9248",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9249",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9250",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9251",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9252",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9253",FALSE,FALSE,TRUE,NA,NA,TRUE
"9254",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9255",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9256",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9257",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9258",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9259",TRUE,NA,TRUE,NA,TRUE,TRUE
"9260",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"9261",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9262",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9263",TRUE,NA,TRUE,NA,NA,TRUE
"9264",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9265",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9266",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9267",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9268",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9269",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9270",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9271",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9272",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9273",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9274",TRUE,TRUE,TRUE,NA,NA,TRUE
"9275",NA,NA,NA,TRUE,TRUE,TRUE
"9276",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9277",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9278",NA,NA,NA,NA,TRUE,TRUE
"9279",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9280",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9281",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9282",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9283",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9284",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9285",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9286",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9287",NA,NA,TRUE,NA,TRUE,TRUE
"9288",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9289",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9290",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9291",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9292",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9293",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9294",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9295",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9296",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9297",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9298",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9299",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9300",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9301",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9302",FALSE,NA,TRUE,NA,NA,TRUE
"9303",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9304",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9305",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9306",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9307",FALSE,NA,TRUE,NA,TRUE,TRUE
"9308",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9309",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9310",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9311",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9312",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9313",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9314",TRUE,NA,FALSE,NA,NA,TRUE
"9315",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9316",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9317",TRUE,NA,TRUE,NA,NA,TRUE
"9318",TRUE,NA,NA,NA,TRUE,TRUE
"9319",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"9320",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9321",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9322",NA,NA,NA,NA,TRUE,TRUE
"9323",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9324",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9325",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"9326",TRUE,NA,NA,TRUE,TRUE,TRUE
"9327",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9328",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9329",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9330",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9331",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9332",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9333",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9334",NA,NA,NA,NA,NA,TRUE
"9335",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9336",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9337",NA,NA,NA,TRUE,TRUE,TRUE
"9338",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9339",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9340",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9341",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9342",TRUE,NA,NA,NA,TRUE,TRUE
"9343",TRUE,NA,NA,NA,TRUE,TRUE
"9344",NA,NA,NA,NA,NA,NA
"9345",NA,NA,NA,NA,TRUE,TRUE
"9346",TRUE,NA,NA,NA,TRUE,TRUE
"9347",NA,NA,NA,NA,TRUE,TRUE
"9348",NA,NA,NA,NA,TRUE,TRUE
"9349",TRUE,NA,NA,NA,TRUE,TRUE
"9350",NA,NA,NA,NA,TRUE,TRUE
"9351",NA,NA,NA,NA,TRUE,TRUE
"9352",TRUE,NA,FALSE,NA,TRUE,TRUE
"9353",NA,NA,NA,NA,TRUE,TRUE
"9354",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9355",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9356",NA,NA,NA,NA,TRUE,TRUE
"9357",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9358",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9359",NA,NA,NA,NA,TRUE,TRUE
"9360",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9361",TRUE,NA,TRUE,NA,NA,TRUE
"9362",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9363",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9364",TRUE,NA,NA,TRUE,TRUE,TRUE
"9365",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9366",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9367",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9368",TRUE,NA,NA,TRUE,TRUE,TRUE
"9369",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9370",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9371",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9372",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9373",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9374",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9375",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9376",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9377",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9378",TRUE,NA,TRUE,NA,TRUE,TRUE
"9379",TRUE,NA,NA,NA,TRUE,TRUE
"9380",FALSE,NA,TRUE,NA,TRUE,TRUE
"9381",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9382",TRUE,NA,NA,TRUE,TRUE,TRUE
"9383",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9384",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9385",TRUE,TRUE,TRUE,NA,NA,TRUE
"9386",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9387",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9388",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9389",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9390",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9391",TRUE,TRUE,TRUE,NA,NA,TRUE
"9392",NA,NA,TRUE,NA,TRUE,TRUE
"9393",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9394",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9395",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9396",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9397",TRUE,NA,TRUE,NA,TRUE,TRUE
"9398",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9399",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9400",TRUE,NA,TRUE,NA,TRUE,TRUE
"9401",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9402",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9403",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9404",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9405",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9406",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9407",TRUE,NA,NA,NA,TRUE,TRUE
"9408",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9409",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9410",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9411",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9412",NA,FALSE,NA,TRUE,TRUE,TRUE
"9413",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9414",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9415",NA,NA,NA,NA,TRUE,TRUE
"9416",TRUE,NA,TRUE,NA,NA,TRUE
"9417",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9418",NA,NA,NA,TRUE,TRUE,TRUE
"9419",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9420",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9421",NA,NA,TRUE,NA,TRUE,TRUE
"9422",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9423",TRUE,NA,TRUE,NA,TRUE,TRUE
"9424",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9425",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9426",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9427",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9428",TRUE,NA,TRUE,NA,NA,TRUE
"9429",TRUE,NA,NA,NA,NA,TRUE
"9430",TRUE,TRUE,TRUE,NA,NA,TRUE
"9431",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9432",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9433",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9434",TRUE,NA,NA,TRUE,TRUE,TRUE
"9435",TRUE,TRUE,TRUE,NA,NA,TRUE
"9436",NA,NA,TRUE,NA,TRUE,TRUE
"9437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9438",TRUE,NA,TRUE,NA,NA,TRUE
"9439",TRUE,NA,NA,TRUE,TRUE,TRUE
"9440",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9441",NA,NA,NA,TRUE,TRUE,TRUE
"9442",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9443",TRUE,NA,NA,NA,TRUE,TRUE
"9444",TRUE,NA,NA,TRUE,TRUE,TRUE
"9445",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"9446",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9447",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9448",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9449",TRUE,NA,NA,TRUE,TRUE,TRUE
"9450",TRUE,NA,TRUE,NA,TRUE,TRUE
"9451",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9452",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9453",TRUE,NA,NA,TRUE,TRUE,TRUE
"9454",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9455",FALSE,NA,TRUE,NA,TRUE,TRUE
"9456",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9457",TRUE,NA,NA,TRUE,TRUE,TRUE
"9458",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9459",NA,NA,NA,TRUE,TRUE,TRUE
"9460",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9461",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9462",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9463",FALSE,NA,NA,NA,TRUE,TRUE
"9464",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9465",TRUE,NA,TRUE,NA,NA,TRUE
"9466",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9467",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9468",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9469",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9470",TRUE,NA,NA,TRUE,TRUE,TRUE
"9471",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9472",TRUE,TRUE,TRUE,NA,NA,TRUE
"9473",TRUE,NA,TRUE,NA,NA,TRUE
"9474",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9475",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9476",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9477",TRUE,NA,NA,TRUE,TRUE,TRUE
"9478",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"9479",TRUE,TRUE,TRUE,NA,NA,TRUE
"9480",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9481",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"9482",NA,NA,NA,NA,TRUE,TRUE
"9483",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"9484",TRUE,NA,NA,TRUE,TRUE,TRUE
"9485",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9486",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9487",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9488",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9489",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9490",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9491",TRUE,NA,NA,TRUE,TRUE,TRUE
"9492",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"9493",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9494",TRUE,TRUE,TRUE,NA,NA,NA
"9495",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9496",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9497",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9498",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9499",NA,NA,NA,NA,TRUE,TRUE
"9500",NA,NA,NA,NA,NA,NA
"9501",TRUE,NA,NA,TRUE,TRUE,TRUE
"9502",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9503",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9504",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9505",TRUE,TRUE,TRUE,NA,NA,TRUE
"9506",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9507",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9508",TRUE,TRUE,TRUE,NA,FALSE,TRUE
"9509",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9510",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9511",NA,NA,NA,NA,TRUE,TRUE
"9512",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9514",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9515",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9516",NA,NA,NA,TRUE,TRUE,TRUE
"9517",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9519",NA,NA,TRUE,NA,NA,TRUE
"9520",TRUE,NA,NA,NA,TRUE,TRUE
"9521",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9522",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9523",NA,NA,TRUE,NA,NA,TRUE
"9524",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9525",TRUE,NA,NA,TRUE,TRUE,TRUE
"9526",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9527",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9528",TRUE,TRUE,TRUE,NA,NA,TRUE
"9529",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9530",TRUE,NA,NA,TRUE,TRUE,TRUE
"9531",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9532",TRUE,TRUE,TRUE,NA,NA,TRUE
"9533",NA,NA,NA,NA,TRUE,TRUE
"9534",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9535",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9536",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9537",TRUE,NA,NA,TRUE,TRUE,TRUE
"9538",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"9539",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9540",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9541",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"9542",TRUE,NA,TRUE,FALSE,NA,TRUE
"9543",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9544",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9545",TRUE,NA,NA,TRUE,TRUE,TRUE
"9546",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"9547",NA,NA,TRUE,NA,NA,TRUE
"9548",TRUE,TRUE,TRUE,NA,NA,TRUE
"9549",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9550",TRUE,NA,NA,TRUE,TRUE,TRUE
"9551",TRUE,TRUE,TRUE,NA,NA,NA
"9552",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9553",TRUE,TRUE,TRUE,NA,NA,TRUE
"9554",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9555",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9556",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"9557",TRUE,NA,NA,TRUE,TRUE,TRUE
"9558",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9559",NA,NA,NA,NA,TRUE,TRUE
"9560",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9561",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"9562",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9563",TRUE,NA,TRUE,FALSE,FALSE,TRUE
"9564",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9565",NA,NA,NA,NA,NA,NA
"9566",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9567",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9568",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9569",TRUE,NA,NA,TRUE,TRUE,TRUE
"9570",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9571",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9572",FALSE,NA,TRUE,NA,NA,TRUE
"9573",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9574",TRUE,NA,NA,NA,TRUE,TRUE
"9575",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9576",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9577",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9578",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9579",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9580",TRUE,TRUE,TRUE,NA,NA,TRUE
"9581",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9582",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"9583",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9584",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9585",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9586",FALSE,NA,FALSE,NA,TRUE,TRUE
"9587",NA,NA,TRUE,NA,NA,TRUE
"9588",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9589",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"9590",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"9591",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"9592",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
